Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
32,Brazil,67,79,LOSC Lille,79020142,129672,Left,3,2.0,2,Stocky,Back,177,82
25,Switzerland,73,76,Juventus,129455213,279356,Right,3,3.0,3,Normal,Middle,191,81
30,Brazil,77,73,Olympique Lyonnais,108346630,184567,Right,4,3.0,3,Normal,Back,177,75
26,Croatia,67,80,Celtic,134697626,244645,Right,4,4.0,3,Normal,Back,173,68
21,Serbia,70,71,Hellas Verona,79122673,192360,Left,3,3.0,3,Lean,Forward,187,75
29,Paraguay,71,80,Boca Juniors,114424121,273798,Left,3,4.0,4,Normal,Middle,176,74
29,France,54,59,VfL Wolfsburg,62359187,204397,Left,3,3.0,3,Normal,Back,175,80
30,Spain,77,74,Sevilla FC,104570888,228221,Right,4,3.0,4,Normal,Middle,176,79
28,Ghana,61,69,Shenzhen FC,111674590,372703,Left,4,3.0,4,Normal,Forward,170,60
29,Italy,65,67,Genoa,57237388,188449,Right,3,3.0,3,Normal,Middle,181,80
31,France,63,74,Olympique Lyonnais,56350080,191709,Right,3,4.0,4,Stocky,Forward,175,73
35,France,75,66,Sporting CP,82903933,146910,Left,3,2.0,2,Normal,Back,189,84
26,Turkey,67,73,Fenerbahçe SK,83959589,186515,Left,3,3.0,4,Normal,Middle,176,72
26,Turkey,72,75,Trabzonspor,122765936,251012,Right,3,3.0,3,Normal,Middle,180,75
25,Colombia,77,74,Liverpool,101251804,221057,Right,3,4.0,3,Lean,Back,180,73
32,Portugal,82,82,Rio Ave FC,157993609,282553,Left,3,2.0,4,Lean,Back,179,66
29,Portugal,67,60,SL Benfica,87616802,269623,Right,3,4.0,3,Lean,Middle,179,73
31,Slovenia,59,73,RB Leipzig,60788206,210746,Right,3,4.0,3,Lean,Middle,178,66
29,France,75,71,Borussia Mönchengladbach,129898274,303261,Right,3,3.0,3,Normal,Middle,181,79
22,Italy,63,73,U.S. Sassuolo Calcio,102175407,240883,Right,2,4.0,3,Normal,Middle,184,74
24,Poland,73,64,Aston Villa,139226925,297112,Right,3,2.0,4,Normal,Back,179,74
29,England,74,74,Nottingham Forest,100965661,200002,Right,3,3.0,3,Lean,Middle,175,60
27,Poland,68,70,Racing Club de Lens,109225010,322082,Right,3,3.0,3,Normal,Back,175,70
33,England,72,74,Burnley,94848141,253886,Right,2,3.0,3,Normal,Middle,180,70
32,Morocco,67,71,Adana Demirspor,96986649,231625,Right,3,3.0,3,Normal,Middle,179,75
28,Argentina,69,63,Racing Club,90691996,178603,Right,3,3.0,4,Normal,Middle,173,70
29,Japan,60,63,Stade de Reims,90159445,362073,Right,2,4.0,3,Lean,Back,177,68
34,Brazil,69,74,Sevilla FC,97741107,214531,Right,4,3.0,4,Lean,Middle,183,76
25,Argentina,73,69,River Plate,165752797,344342,Right,4,3.0,4,Normal,Middle,179,74
31,Spain,70,75,Real Betis Balompié,107078274,184852,Right,4,3.0,4,Lean,Back,184,73
28,Netherlands,64,72,Atalanta,133852708,316505,Right,3,3.0,3,Normal,Middle,185,72
30,Switzerland,68,71,AEK Athens,98052403,239921,Right,4,4.0,3,Normal,Back,182,74
25,France,85,64,1. FSV Mainz 05,90544201,240049,Right,1,4.0,4,Lean,Middle,183,71
26,Italy,78,74,AC Monza,95933903,183202,Right,4,4.0,3,Normal,Middle,168,62
33,Brazil,72,76,Arsenal,96292371,237111,Right,2,3.0,4,Normal,Back,189,86
31,Croatia,77,80,TSG Hoffenheim,128806398,281844,Right,4,4.0,3,Normal,Forward,177,73
34,Brazil,76,69,Shandong Taishan,98021976,212395,Right,3,4.0,4,Normal,Forward,184,76
35,Italy,83,74,Toronto FC,134619503,248064,Left,3,3.0,4,Lean,Back,183,75
27,Spain,65,66,RC Celta de Vigo,131631973,328557,Left,4,2.0,3,Normal,Back,172,70
30,Mali,74,67,Stade Rennais FC,111248292,252885,Right,2,3.0,3,Normal,Back,175,71
23,Brazil,72,70,PSV,95641867,228343,Left,3,3.0,3,Lean,Back,171,62
28,Paraguay,67,73,Cruz Azul,100383672,213132,Right,3,3.0,3,Normal,Forward,176,73
28,Netherlands,62,67,Damac FC,90727348,242630,Right,4,2.0,3,Lean,Middle,174,76
28,France,62,63,Stade Rennais FC,71954367,214801,Left,2,4.0,3,Normal,Forward,181,78
35,Belgium,73,70,SL Benfica,134592865,276927,Left,3,3.0,4,Normal,Back,191,89
21,England,64,72,Aston Villa,98318276,250073,Right,3,4.0,3,Normal,Middle,180,72
26,Brazil,66,75,Fluminense,102612704,179226,Right,4,4.0,2,Stocky,Middle,177,75
27,Serbia,63,74,Getafe CF,93679278,174164,Right,4,3.0,3,Normal,Middle,189,78
26,Czech Republic,58,74,FC Viktoria Plzeň,71009728,163654,Right,3,3.0,3,Normal,Middle,183,77
32,England,62,66,West Ham United,64859425,212439,Left,2,3.0,3,Normal,Back,175,66
30,Denmark,74,68,F.C. København,116442244,212376,Right,3,4.0,3,Lean,Middle,177,65
23,Czech Republic,76,76,FC Twente,98295921,172004,Left,2,4.0,3,Normal,Middle,169,65
23,Croatia,69,70,Dinamo Zagreb,85535436,216912,Right,3,4.0,3,Stocky,Middle,175,76
29,France,66,81,Stade Rennais FC,146374520,319831,Right,3,3.0,3,Normal,Middle,175,70
32,France,76,78,FC Nantes,153593028,280928,Right,3,3.0,3,Stocky,Middle,187,91
33,Spain,70,76,Athletic Club de Bilbao,99082402,182392,Right,3,3.0,1,Lean,Back,182,78
24,Netherlands,82,72,Ajax,97079302,237940,Right,3,2.0,4,Stocky,Back,178,78
23,Portugal,63,74,Manchester United,98272707,253553,Right,3,4.0,3,Normal,Back,184,76
23,Belgium,72,61,AC Milan,88883707,227705,Right,3,4.0,4,Lean,Back,180,72
23,Colombia,77,66,Leeds United,109383321,192319,Right,3,4.0,3,Normal,Middle,172,60
33,Israel,62,76,PSV,82442361,229623,Right,3,4.0,3,Lean,Forward,182,71
34,Argentina,69,76,Sevilla FC,99546037,229288,Right,3,4.0,3,Normal,Back,167,68
27,Colombia,61,74,AFC Bournemouth,112248215,257741,Right,3,4.0,3,Normal,Middle,179,70
30,China PR,70,71,Guangzhou FC,142944751,413835,Right,4,4.0,4,Normal,Middle,185,78
29,Belgium,75,67,Inter,121480673,305533,Left,3,4.0,3,Stocky,Forward,191,94
25,Morocco,64,70,Standard de Liège,108086453,274099,Right,3,3.0,3,Normal,Middle,186,81
26,Serbia,66,75,FC Porto,108391780,252186,Right,3,3.0,3,Normal,Middle,191,88
26,England,65,82,AFC Richmond,131376600,291754,Right,3,2.0,3,Normal,Back,170,72
22,Brazil,61,72,Sport Club Corinthians Paulista,98806057,234481,Right,4,4.0,2,Lean,Middle,175,70
33,Ukraine,72,79,Shakhtar Donetsk,120105186,287494,Left,3,3.0,3,Normal,Middle,174,76
25,Italy,73,66,AC Milan,137513756,304868,Right,3,3.0,2,Normal,Back,177,70
26,Mexico,67,75,AFC Richmond,120711281,316861,Right,4,3.0,4,Normal,Forward,183,75
30,Armenia,74,78,Columbus Crew,135289242,247945,Right,3,3.0,3,Normal,Middle,172,70
26,Slovakia,67,74,Vitesse,80866086,221191,Right,2,3.0,3,Normal,Middle,181,81
31,France,66,56,Olympiacos CFP,118401029,358851,Right,2,3.0,3,Normal,Middle,182,80
24,Spain,75,76,RCD Espanyol de Barcelona,121688801,273452,Right,3,4.0,4,Normal,Middle,177,69
32,Peru,61,74,Club Sporting Cristal,100193146,285853,Left,2,1.0,3,Normal,Middle,172,69
28,Italy,76,83,Lazio,138188662,249574,Right,4,3.0,4,Lean,Back,174,67
28,Brazil,63,57,Al Ahli,63026773,217721,Right,2,3.0,3,Normal,Middle,182,79
31,Germany,76,73,Brighton & Hove Albion,106095469,179231,Right,3,4.0,3,Lean,Middle,181,78
26,England,68,79,Burnley,124046088,267061,Right,3,3.0,3,Normal,Middle,180,69
25,Germany,67,74,Borussia Mönchengladbach,115763630,325626,Right,3,4.0,3,Lean,Middle,185,77
23,France,55,66,AS Monaco,69617732,227306,Right,3,3.0,3,Normal,Middle,176,69
28,Slovenia,77,75,Fenerbahçe SK,126855687,245692,Right,3,3.0,4,Normal,Middle,178,72
25,Italy,66,84,AC Monza,134704850,316407,Left,3,2.0,3,Lean,Middle,183,75
22,Argentina,70,74,Racing Club,92728747,126450,Right,4,4.0,3,Lean,Middle,171,65
31,Germany,65,77,Udinese Calcio,105852269,231326,Right,3,4.0,4,Normal,Middle,180,77
24,Venezuela,72,68,Girona FC,146968843,345925,Right,4,3.0,4,Lean,Middle,184,77
24,Argentina,59,73,Bologna,116511758,239063,Right,3,5.0,4,Lean,Middle,179,73
23,Liberia,69,73,SK Slavia Praha,82183309,195812,Left,2,3.0,3,Lean,Back,174,66
30,Uruguay,78,84,Cádiz CF,158095859,349580,Left,4,3.0,4,Stocky,Back,172,71
37,Sweden,64,73,AIK,83328886,170204,Right,3,3.0,4,Lean,Middle,178,70
21,Netherlands,68,58,Bayer 04 Leverkusen,73467953,323560,Right,3,3.0,4,Normal,Back,171,63
35,France,78,79,Tigres U.A.N.L.,128829999,263581,Right,2,3.0,3,Stocky,Forward,189,85
21,France,61,75,Borussia Mönchengladbach,117779343,214851,Right,3,3.0,2,Lean,Middle,185,80
24,France,61,70,RC Strasbourg Alsace,100559649,325695,Right,2,3.0,3,Normal,Middle,172,70
23,Netherlands,64,61,PSV,46681392,105542,Right,2,4.0,3,Normal,Middle,185,75
25,Serbia,75,88,Torino F.C.,175652674,385053,Right,3,3.0,4,Normal,Middle,183,77
26,Portugal,61,70,Fulham,84668306,234863,Right,2,4.0,2,Normal,Middle,190,85
29,Switzerland,60,78,1. FSV Mainz 05,96914518,238920,Right,2,3.0,3,Normal,Back,183,80
29,Argentina,68,59,Club Atlético Tigre,101261919,298044,Right,4,3.0,3,Normal,Middle,169,70
33,Germany,68,76,Borussia Dortmund,172706316,353944,Right,5,3.0,3,Stocky,Back,191,94
22,France,62,81,OGC Nice,92605934,252689,Right,2,3.0,3,Normal,Back,180,72
26,Romania,67,57,Empoli,94303714,266185,Right,3,4.0,2,Normal,Middle,178,75
34,Italy,68,74,Bologna,80430171,216933,Right,2,3.0,3,Normal,Middle,186,84
36,Portugal,64,64,Hellas Verona,105969948,209693,Left,3,4.0,3,Normal,Middle,180,79
28,Venezuela,63,77,Granada CF,124767298,261863,Right,3,4.0,2,Stocky,Middle,174,74
38,England,66,75,New York City FC,143395992,329425,Right,3,4.0,2,Normal,Middle,184,89
25,Brazil,67,76,PAOK,105981754,305943,Left,4,3.0,4,Normal,Middle,174,68
22,Netherlands,81,75,Ajax,118304826,224579,Left,2,2.0,3,Normal,Back,176,65
26,Netherlands,62,75,Toulouse Football Club,103862227,251757,Right,3,4.0,4,Normal,Middle,190,83
29,France,75,69,Stade Brestois 29,147729216,369941,Right,4,4.0,3,Lean,Middle,186,70
32,France,72,75,LOSC Lille,137038264,322574,Right,4,4.0,4,Normal,Middle,184,76
29,Argentina,65,77,LDU Quito,124773307,263539,Right,4,3.0,3,Normal,Middle,168,68
29,England,83,69,Aston Villa,130358726,238981,Right,4,3.0,3,Normal,Forward,178,73
29,France,61,77,ESTAC Troyes,102115576,335785,Right,3,3.0,5,Stocky,Middle,181,73
34,Spain,79,64,RCD Mallorca,126075942,309450,Right,3,3.0,4,Normal,Middle,178,71
28,Spain,60,75,Levante Unión Deportiva,78543605,167071,Right,2,3.0,2,Normal,Middle,183,77
23,Germany,60,71,1. FSV Mainz 05,94014291,245268,Right,4,5.0,3,Normal,Middle,194,88
29,Norway,70,80,FK Bodø/Glimt,105612703,210136,Right,3,3.0,3,Lean,Middle,187,78
23,Argentina,64,78,Brighton & Hove Albion,79705853,264721,Right,3,3.0,3,Normal,Forward,176,72
29,Brazil,72,73,Al Ittihad,125822961,257639,Right,3,4.0,3,Normal,Forward,170,65
36,Cameroon,67,75,İttifak Holding Konyaspor,95305419,194531,Right,3,3.0,3,Lean,Forward,179,75
30,Argentina,81,80,Estudiantes de La Plata,144735083,248831,Right,3,3.0,5,Normal,Middle,173,66
23,Netherlands,71,82,Borussia Dortmund,121632134,232144,Right,3,4.0,3,Normal,Middle,178,77
29,Colombia,73,72,Elche CF,120096238,256882,Left,3,2.0,3,Lean,Back,185,73
29,Czech Republic,70,83,SK Slavia Praha,168676900,369350,Right,3,4.0,4,Normal,Middle,179,76
23,Netherlands,68,72,Club Brugge KV,94359975,254655,Right,3,3.0,3,Lean,Forward,179,69
26,England,63,66,Manchester City,86232612,226676,Right,2,3.0,3,Stocky,Back,180,81
29,Brazil,58,59,SL Benfica,67472252,316784,Right,3,2.0,4,Normal,Back,181,76
30,France,64,73,FC Schalke 04,97686506,275990,Right,3,4.0,2,Normal,Middle,174,68
28,Honduras,65,62,Colorado Rapids,65470652,248959,Right,3,3.0,2,Normal,Middle,173,73
26,Greece,65,69,D.C. United,91513351,298816,Right,3,3.0,3,Normal,Forward,170,65
36,Spain,72,75,Real Sociedad,106714545,126275,Left,3,2.0,2,Normal,Middle,173,67
25,Croatia,57,66,Dinamo Zagreb,65670711,199598,Left,2,3.0,3,Normal,Back,179,75
24,Brazil,63,66,AS Monaco,74338115,238686,Left,3,2.0,3,Lean,Back,179,70
23,Brazil,77,80,Tottenham Hotspur,130482316,258387,Right,3,3.0,3,Lean,Back,181,79
28,Greece,68,71,Olympiacos CFP,98368321,319461,Left,3,3.0,3,Normal,Middle,186,79
27,Algeria,69,78,Angers SCO,147205806,270130,Left,4,2.0,4,Lean,Middle,187,78
35,France,64,82,Olympique de Marseille,70692124,182240,Right,3,4.0,3,Stocky,Forward,175,77
29,Turkey,64,75,İstanbul Başakşehir FK,120215461,245161,Left,3,3.0,2,Normal,Middle,177,75
30,Saudi Arabia,59,82,Al Hilal,84095996,221573,Right,3,5.0,4,Stocky,Back,173,71
22,Côte d'Ivoire,64,64,U.S. Sassuolo Calcio,78007966,175588,Right,3,3.0,3,Lean,Middle,177,77
24,Austria,57,68,1. FC Köln,67322957,202538,Right,3,3.0,3,Lean,Middle,187,74
26,Norway,61,73,1. FC Union Berlin,94716153,252564,Right,3,3.0,2,Normal,Middle,189,79
26,France,63,67,FC Bayern München,136520330,334032,Left,4,2.0,3,Stocky,Back,184,79
24,Uruguay,62,71,Levante Unión Deportiva,51638216,156770,Left,4,3.0,3,Normal,Back,172,68
24,Argentina,71,65,Atlético de Madrid,118170764,303710,Right,3,3.0,3,Lean,Middle,175,70
31,Italy,70,73,Toronto FC,75630098,116389,Right,3,4.0,3,Stocky,Back,163,59
25,Netherlands,78,81,Villarreal CF,139060743,312547,Right,4,4.0,3,Normal,Middle,178,74
25,Spain,76,72,Fortuna Sittard,137047056,297624,Left,3,3.0,3,Normal,Middle,180,76
21,Austria,56,65,FC Red Bull Salzburg,74875239,208127,Right,3,3.0,3,Normal,Middle,179,70
24,Slovakia,69,71,AC Sparta Praha,121091085,264686,Left,3,3.0,2,Lean,Back,188,80
29,England,71,65,Aarhus GF,101803250,212108,Left,3,2.0,3,Stocky,Middle,176,68
34,Chile,68,65,Universidad Católica,69104672,273474,Right,2,3.0,2,Normal,Back,176,75
30,Algeria,81,75,OGC Nice,145221246,286204,Right,3,3.0,3,Stocky,Forward,181,83
23,Argentina,73,70,FC Red Bull Salzburg,103275152,191209,Right,3,2.0,3,Normal,Middle,177,73
37,Brazil,76,75,Chelsea,112464274,209999,Right,3,3.0,3,Normal,Back,183,79
33,Republic of Ireland,72,74,Everton,111366875,235964,Right,3,3.0,2,Normal,Back,177,77
27,Italy,72,65,Lazio,122111710,305837,Right,4,4.0,2,Lean,Back,177,63
29,Germany,70,59,Real Madrid CF,82784085,230071,Right,3,3.0,3,Lean,Back,190,85
19,Germany,79,68,FC Bayern München,162494950,368076,Right,3,4.0,4,Lean,Middle,183,70
31,United States,70,74,Columbus Crew,121191030,274124,Right,3,2.0,2,Normal,Middle,175,77
22,Brazil,72,71,Ajax,95053677,273959,Left,2,3.0,3,Normal,Back,174,63
24,Spain,70,66,RCD Espanyol de Barcelona,101551574,298937,Left,2,3.0,4,Lean,Back,176,69
29,Belgium,66,68,Club Brugge KV,104826240,293751,Right,3,5.0,4,Lean,Middle,195,80
32,Spain,69,68,Real Valladolid CF,102200333,316919,Left,3,2.0,3,Lean,Back,176,72
29,Brazil,74,76,Lazio,142195304,315153,Right,4,4.0,4,Stocky,Back,175,70
30,Côte d'Ivoire,64,71,Hull City,55228401,135795,Right,2,4.0,4,Normal,Middle,168,73
29,Côte d'Ivoire,65,83,Crystal Palace,90506532,251821,Right,2,3.0,4,Stocky,Middle,180,66
35,Ghana,67,76,Hertha BSC,109224419,333804,Right,3,4.0,4,Normal,Middle,186,77
22,Portugal,65,71,Paris Saint-Germain,84651822,179105,Right,3,3.0,3,Lean,Middle,173,65
24,Brazil,73,76,AS Monaco,150532444,381213,Right,3,3.0,4,Lean,Middle,181,78
29,Japan,64,64,VfB Stuttgart,73527227,263860,Right,3,4.0,4,Normal,Middle,178,77
26,Uruguay,68,85,Getafe CF,101123502,192870,Right,4,3.0,3,Normal,Middle,175,74
25,Denmark,65,67,SV Werder Bremen,62193058,256194,Right,3,3.0,3,Normal,Middle,185,83
26,Brazil,66,72,Clube Atlético Mineiro,101844308,248005,Right,2,4.0,3,Normal,Middle,180,75
26,Russia,62,68,FC Krasnodar,98944630,272976,Right,3,3.0,3,Normal,Middle,173,73
28,Norway,75,69,Ferencvárosi TC,135925558,297981,Right,3,3.0,3,Lean,Middle,180,74
27,Portugal,61,67,SC Braga,90390534,243640,Right,2,3.0,3,Lean,Forward,180,72
30,France,68,65,Montpellier Hérault SC,117521388,329941,Right,3,2.0,3,Normal,Middle,173,73
35,Austria,74,62,1. FC Union Berlin,67678406,151580,Right,2,3.0,3,Normal,Back,189,82
34,Belgium,76,69,Shandong Taishan,108691980,267662,Right,3,3.0,3,Stocky,Middle,194,85
26,Brazil,58,73,Clube Atlético Mineiro,83879461,192433,Right,3,3.0,3,Normal,Back,181,82
28,Argentina,74,69,CA Osasuna,106298272,290924,Right,4,5.0,2,Normal,Middle,172,81
32,Ecuador,67,72,Fenerbahçe SK,136530063,364641,Right,3,3.0,3,Normal,Forward,177,74
23,Brazil,68,67,Fiorentina,96187305,282063,Right,3,3.0,2,Stocky,Back,166,68
25,France,64,65,FC Barcelona,89469982,240480,Left,3,5.0,4,Stocky,Back,178,67
33,Spain,58,75,FC Barcelona,88604907,232779,Right,3,3.0,2,Lean,Middle,189,76
32,Brazil,63,71,Al Ittihad,132071310,317838,Right,4,3.0,3,Normal,Middle,179,75
31,Serbia,68,80,İstanbul Başakşehir FK,147420898,242184,Left,5,4.0,3,Normal,Middle,182,75
34,Portugal,63,62,Columbus Crew,99638545,252362,Left,4,4.0,3,Normal,Back,178,76
35,Uruguay,84,70,Girona FC,131561273,271905,Right,3,3.0,4,Normal,Forward,186,76
21,Argentina,68,79,Atlanta United,122851169,311744,Right,3,4.0,3,Normal,Middle,171,62
22,England,68,69,Newcastle United,113441867,269387,Right,3,3.0,3,Lean,Middle,179,71
29,Croatia,70,70,Rangers FC,132152689,291322,Left,3,3.0,4,Normal,Back,186,80
28,England,64,69,Rangers FC,86772164,160710,Right,3,5.0,3,Normal,Middle,181,74
25,Brazil,65,73,Newcastle United,79637503,191898,Right,2,3.0,3,Stocky,Middle,186,81
26,Czech Republic,66,79,Bayer 04 Leverkusen,149739701,249833,Left,4,3.0,3,Normal,Forward,191,85
24,Netherlands,61,66,PSV,107988114,314185,Right,4,3.0,2,Normal,Middle,186,78
23,Nigeria,70,74,Napoli,104365928,274046,Right,4,4.0,4,Lean,Forward,185,78
26,Denmark,65,68,AFC Bournemouth,68456808,204417,Left,3,3.0,4,Lean,Middle,197,80
25,Portugal,65,56,Vitória de Guimarães,56260034,267868,Right,3,3.0,4,Normal,Middle,165,68
35,Belgium,73,74,Galatasaray SK,134451663,271110,Right,3,4.0,2,Stocky,Forward,169,61
27,England,68,73,Stoke City,116737905,321183,Right,3,5.0,2,Lean,Middle,182,72
27,Japan,73,63,Celtic,133161874,334644,Right,4,4.0,5,Lean,Forward,170,63
25,Spain,67,69,RC Celta de Vigo,97894814,202706,Right,4,3.0,2,Lean,Forward,181,77
29,Italy,68,73,Sport-Club Freiburg,102981444,247569,Right,2,2.0,4,Normal,Middle,180,76
29,Portugal,63,62,SL Benfica,71754175,192028,Right,2,3.0,2,Lean,Forward,172,66
32,Spain,68,71,Elche CF,79697696,263658,Left,3,2.0,3,Lean,Middle,180,74
31,Italy,63,66,Yukatel Kayserispor,109798826,281010,Left,4,3.0,3,Normal,Middle,179,72
26,England,59,74,Brentford,95029523,297449,Right,3,3.0,2,Normal,Forward,187,76
28,Croatia,61,65,Hajduk Split,85268250,345791,Right,4,5.0,4,Normal,Forward,182,80
31,Germany,63,74,Eintracht Frankfurt,112036081,226529,Right,2,3.0,2,Normal,Middle,180,71
33,Argentina,69,79,Racing Club,91473879,189081,Right,4,3.0,4,Stocky,Middle,178,80
27,Ukraine,60,67,Club Brugge KV,52195391,132537,Left,2,2.0,3,Lean,Middle,186,76
28,Germany,70,65,SV Werder Bremen,109933240,365982,Right,3,4.0,4,Lean,Middle,170,62
23,Spain,68,73,Real Sociedad,105775539,199715,Right,3,4.0,3,Normal,Middle,181,74
26,Germany,71,72,RB Leipzig,122867734,283310,Right,4,4.0,3,Stocky,Forward,180,76
25,Netherlands,65,64,OGC Nice,81786429,223933,Right,3,3.0,3,Normal,Middle,188,73
28,Italy,64,68,Napoli,71031202,179986,Left,3,4.0,3,Normal,Back,171,67
26,Argentina,62,73,Minnesota United FC,112897196,245114,Left,3,3.0,2,Normal,Middle,176,67
28,Argentina,72,72,CF Monterrey ,125068174,288508,Right,3,4.0,4,Lean,Middle,181,80
30,Brazil,68,82,VfL Bochum 1848,133934182,317495,Left,2,3.0,3,Normal,Back,170,73
32,Ukraine,64,80,Shakhtar Donetsk,124203545,267870,Left,3,3.0,3,Normal,Middle,181,76
31,Spain,59,76,Athletic Club de Bilbao,80971588,166594,Left,3,3.0,3,Normal,Back,182,77
31,Wales,74,77,OGC Nice,104475120,139498,Right,3,3.0,3,Lean,Middle,183,76
27,United States,71,70,FC Dallas,103532750,189144,Right,3,3.0,3,Normal,Middle,168,66
32,Poland,63,69,Al Shabab,119424530,316422,Right,2,3.0,3,Normal,Middle,186,79
25,England,66,70,West Ham United,71347157,211596,Left,1,3.0,2,Normal,Middle,175,70
29,Austria,74,77,Borussia Mönchengladbach,138574740,286461,Right,3,3.0,3,Normal,Back,175,73
29,Wales,65,71,Tottenham Hotspur,67488445,220901,Left,3,3.0,4,Normal,Back,181,76
26,Bosnia and Herzegovina,61,63,KSV Cercle Brugge,72873056,200825,Left,3,4.0,2,Normal,Middle,168,69
30,Greece,75,79,AEK Athens,125600543,269593,Right,3,4.0,3,Lean,Middle,176,73
21,Hungary,66,69,RB Leipzig,97969856,253521,Right,3,4.0,3,Normal,Back,186,74
31,Germany,70,67,FC Augsburg,97686741,203934,Right,3,4.0,3,Normal,Forward,185,80
31,Paraguay,61,70,Club Libertad,62947639,250289,Left,3,3.0,2,Normal,Forward,178,75
30,Argentina,65,77,Boca Juniors,110610484,257774,Right,3,3.0,3,Normal,Middle,178,75
28,England,62,63,Tottenham Hotspur,66947350,211159,Right,2,2.0,3,Stocky,Back,190,90
32,England,79,65,Leicester City,147567229,319367,Right,3,3.0,2,Lean,Middle,175,74
22,Uruguay,67,70,FC Schalke 04,110872729,277466,Right,3,3.0,3,Normal,Middle,178,78
32,Netherlands,72,79,Aytemiz Alanyaspor,113061311,281494,Right,3,4.0,4,Normal,Middle,188,78
35,Paraguay,66,66,Club Libertad,87020094,272140,Left,2,3.0,3,Stocky,Back,174,78
27,France,66,65,Fortuna Düsseldorf,76092461,240303,Left,3,3.0,4,Normal,Back,183,79
30,Switzerland,72,70,Newcastle United,89592984,154734,Right,3,3.0,4,Normal,Back,188,84
22,Turkey,78,76,Fenerbahçe SK,131075875,323752,Right,3,3.0,4,Normal,Back,174,73
28,Italy,76,73,Frosinone,136728408,348334,Right,3,3.0,3,Lean,Back,172,67
26,Scotland,64,72,Vancouver Whitecaps FC,115389610,322598,Left,3,3.0,3,Lean,Middle,169,62
30,Switzerland,66,70,Chicago Fire Football Club,90556689,190964,Left,2,4.0,3,Stocky,Middle,169,72
24,Spain,57,80,FC Zürich,67757858,194114,Left,3,3.0,3,Normal,Middle,174,67
21,Brazil,62,66,Real Madrid CF,59786002,177544,Right,2,4.0,4,Lean,Back,176,73
34,Turkey,75,71,Antalyaspor,119994191,346809,Left,3,3.0,4,Lean,Back,177,65
26,Finland,65,81,Rangers FC,124365666,316501,Right,4,4.0,3,Lean,Middle,183,73
31,Portugal,72,67,SC Braga,91640923,233283,Left,2,3.0,3,Normal,Back,184,79
25,Switzerland,64,71,Bologna,85016585,250210,Right,3,4.0,4,Lean,Middle,183,74
28,Spain,64,71,CA Osasuna,65824690,154356,Left,3,2.0,3,Normal,Middle,171,71
24,Curacao,61,72,Birmingham City,121884488,297843,Right,4,3.0,4,Lean,Middle,178,74
23,Australia,65,61,Middlesbrough,93362730,252686,Left,4,3.0,3,Normal,Middle,178,72
